name,screen diagonal,screen resolution,cpu,ram,storage type,storage size,price,link,gpu
Asus ZenBook UX434FQ-A6072T 90NB0RM1-M00960 синий,14 дюйм,1920x1080,Intel Core i5 10210U,8 ГБ,SSD,512 ГБ,606859,https://kaspi.kz/shop/p/asus-zenbook-ux434fq-a6072t-90nb0rm1-m00960-sinii-100561603/?c=750000000,NVIDIA GeForce MX350
Lenovo ThinkBook 14 G2 20VD006CRU серый,14 дюйм,1920x1080,Intel Core i7 1165G,16 ГБ,SSD,512 ГБ,699900,https://kaspi.kz/shop/p/lenovo-thinkbook-14-g2-20vd006cru-seryi-100947238/?c=750000000,NVIDIA GeForce MX450
Asus TUF Dash F15 FX516PE-HN001T 90NR0641-M02050 черный,15.6 дюйм,1920x1080,Intel Core i7 11370H,16 ГБ,SSD,512 ГБ,562899,https://kaspi.kz/shop/p/asus-tuf-dash-f15-fx516pe-hn001t-90nr0641-m02050-chernyi-101532334/?c=750000000,NVIDIA GeForce RTX 3050 Ti
Lenovo Legion 7 15IMH05 81YT001ARU серый,15.6 дюйм,1920x1080,Intel Core i7 10750H,32 ГБ,SSD,1000 ГБ,1129900,https://kaspi.kz/shop/p/lenovo-legion-7-15imh05-81yt001aru-seryi-100923067/?c=750000000,NVIDIA GeForce RTX 2080 Max-Q
GIGABYTE AERO 15 OLED KC-8RU5130SP черный,15.6 дюйм,3840x2160,Intel Core i7 10870H,16 ГБ,SSD,512 ГБ,967000,https://kaspi.kz/shop/p/gigabyte-aero-15-oled-kc-8ru5130sp-chernyi-101279957/?c=750000000,NVIDIA GeForce RTX 3060
Apple MacBook Pro 16 2019 MVVL2 серебристый,16 дюйм,3072x1920,Intel Core i7 9750H,16 ГБ,SSD,512 ГБ,1218900,https://kaspi.kz/shop/p/apple-macbook-pro-16-2019-mvvl2-serebristyi-100306583/?c=750000000,AMD Radeon Pro 5300M + Intel UHD Graphics 630
Acer Extensa EX215-53G-34PM NX.EGCER.00G черный,15.6 дюйм,1920x1080,Intel Core i3 1005G1,8 ГБ,SSD,256 ГБ,290000,https://kaspi.kz/shop/p/acer-extensa-ex215-53g-34pm-nx-egcer-00g-chernyi-101727752/?c=750000000,NVIDIA GeForce MX330
Lenovo IdeaPad 5 15IIL05 81YK00R9RK серый,15.6 дюйм,1920x1080,Intel Core i7 1065G7,8 ГБ,SSD,512 ГБ,346880,https://kaspi.kz/shop/p/lenovo-ideapad-5-15iil05-81yk00r9rk-seryi-101455788/?c=750000000,NVIDIA GeForce MX350
Acer Nitro 5 AN517-52-55LM NH.Q8JER.007 черный,17.3 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,539900,https://kaspi.kz/shop/p/acer-nitro-5-an517-52-55lm-nh-q8jer-007-chernyi-100788392/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Acer Nitro 5 AN515-55 NH.Q7PER.005 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,519900,https://kaspi.kz/shop/p/acer-nitro-5-an515-55-nh-q7per-005-chernyi-100962553/?c=750000000,NVIDIA GeForce GTX 1660 Ti + Intel UHD Graphics
Lenovo Ideapad Gaming 3 81Y400NURK черный,15.6 дюйм,1920x1080,Intel Core i7 10750H,8 ГБ,HDD+SSD,1128 ГБ,479900,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-81y400nurk-chernyi-100912788/?c=750000000,NVIDIA GeForce GTX 1650
Apple MacBook Pro 16 2019 MVVK2 серый,16 дюйм,3072x1920,Intel Core i9 9880H,16 ГБ,SSD,1000 ГБ,1275470,https://kaspi.kz/shop/p/apple-macbook-pro-16-2019-mvvk2-seryi-100344601/?c=750000000,AMD Radeon Pro 5500M
Apple MacBook Pro 16 MVVM2 серебристый,16 дюйм,3072x1920,Intel Core i9 9880H,16 ГБ,SSD,1000 ГБ,1324980,https://kaspi.kz/shop/p/apple-macbook-pro-16-mvvm2-serebristyi-100397588/?c=750000000,AMD Radeon 5500
Asus TUF Gaming FX506LI 90NR03T2-M06290 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,1024 ГБ,459990,https://kaspi.kz/shop/p/asus-tuf-gaming-fx506li-90nr03t2-m06290-chernyi-101459595/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Dream Machines G1650Ti-15KZ43 I5161TSGN черный,16.6 дюйм,1920x1080,Intel Core i5 10200H,8 ГБ,SSD,1024 ГБ,449390,https://kaspi.kz/shop/p/dream-machines-g1650ti-15kz43-i5161tsgn-chernyi-101425290/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Dream Machines G1650Ti-15KZ30 черный,15.6 дюйм,1920x1080,Intel Core i5 10200H,8 ГБ,SSD,1024 ГБ,407590,https://kaspi.kz/shop/p/dream-machines-g1650ti-15kz30-chernyi-101420173/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Acer Aspire 3 A315-57G NX.HZRER.011 черный,15.6 дюйм,1920x1080,Intel Core i5 1035G1,8 ГБ,HDD,1000 ГБ,329990,https://kaspi.kz/shop/p/acer-aspire-3-a315-57g-nx-hzrer-011-chernyi-101399097/?c=750000000,NVIDIA GeForce MX330
Acer Nitro 5 AN517-52-78PP NH.Q82ER.007 черный,17.3 дюйм,1920x1080,Intel Core i7 10750H,12 ГБ,SSD,512 ГБ,554500,https://kaspi.kz/shop/p/acer-nitro-5-an517-52-78pp-nh-q82er-007-chernyi-101475961/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Dell Inspiron 5401 210-AVOM-A4 серебристый,14 дюйм,1920x1080,Intel Core i5 1035G1,8 ГБ,SSD,512 ГБ,393830,https://kaspi.kz/shop/p/dell-inspiron-5401-210-avom-a4-serebristyi-100678571/?c=750000000,NVIDIA GeForce MX330
Asus ROG Strix G512L 90NR0351-M04890 черный,15.6 дюйм,1920x1080,Intel Core i7 10750H,8 ГБ,SSD,512 ГБ,579900,https://kaspi.kz/shop/p/asus-rog-strix-g512l-90nr0351-m04890-chernyi-100758870/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Asus ROG Zephyrus GA401QE-HZ053T 90NR05R6-M01550 серый,14 дюйм,1920x1080,AMD Ryzen 7 5800HS,16 ГБ,SSD,512 ГБ,742500,https://kaspi.kz/shop/p/asus-rog-zephyrus-ga401qe-hz053t-90nr05r6-m01550-seryi-101688762/?c=750000000,NVIDIA GeForce RTX 3050 Ti
Lenovo Legion 5Pi 15IMH05H 82AW006FRK серый,15.6 дюйм,1920x1080,Intel Core i7 10750H,16 ГБ,SSD,512 ГБ,539900,https://kaspi.kz/shop/p/lenovo-legion-5pi-15imh05h-82aw006frk-seryi-101279895/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Acer Nitro 5 AN517-52-57R2 NH.Q82ER.002 черный,17.3 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,451900,https://kaspi.kz/shop/p/acer-nitro-5-an517-52-57r2-nh-q82er-002-chernyi-101020134/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Asus ROG Strix G17 G713Q 90NR05J2-M01090 черный,17.3 дюйм,1920x1080,AMD Ryzen 9 5900HX,16 ГБ,SSD,1000 ГБ,899990,https://kaspi.kz/shop/p/asus-rog-strix-g17-g713q-90nr05j2-m01090-chernyi-101723162/?c=750000000,NVIDIA GeForce RTX 3070
Xiaomi RedmiBook 16 серый,16.1 дюйм,1920x1080,Intel Core i7 1065G7,16 ГБ,SSD,512 ГБ,459990,https://kaspi.kz/shop/p/xiaomi-redmibook-16-seryi-100624662/?c=750000000,NVIDIA GeForce MX350
Dream Machines G1650Ti-17KZ30 черный,17.3 дюйм,1920x1080,Intel Core i5 10200H,8 ГБ,SSD,1024 ГБ,449390,https://kaspi.kz/shop/p/dream-machines-g1650ti-17kz30-chernyi-101425338/?c=750000000,NVIDIA GeForce GTX 1650 Ti
HP Pavilion Gaming 16-a0046ur i585SGN 2Z7J4EA черный,16.1 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,419990,https://kaspi.kz/shop/p/hp-pavilion-gaming-16-a0046ur-i585sgn-2z7j4ea-chernyi-101625310/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Asus ROG Strix G512LI-HN094 90NR0381-M02410 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,455000,https://kaspi.kz/shop/p/asus-rog-strix-g512li-hn094-90nr0381-m02410-chernyi-100472638/?c=750000000,NVIDIA GeForce GTX 1650 Ti
HP Pavilion Gaming 15-ec1026ur черный,15.6 дюйм,1920x1080,AMD Ryzen 7 4800H,8 ГБ,HDD+SSD,1256 ГБ,492300,https://kaspi.kz/shop/p/hp-pavilion-gaming-15-ec1026ur-chernyi-100736736/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Yoga S740-15IRH 81NX0039RK серый,15.6 дюйм,1920x1080,Intel Core i5 9300H,8 ГБ,SSD,256 ГБ,541090,https://kaspi.kz/shop/p/lenovo-yoga-s740-15irh-81nx0039rk-seryi-100518893/?c=750000000,NVIDIA GeForce GTX 1650 Max-Q
Asus TUF Gaming F15 I5165SGN 90NR03U2-M03150 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,399990,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-i5165sgn-90nr03u2-m03150-chernyi-101679568/?c=750000000,NVIDIA GeForce GTX 1650
Lenovo IdeaPad Gaming 3 15ARH05 82EY00JQRK черный,15.6 дюйм,1920x1080,AMD Ryzen 5 4600H,8 ГБ,HDD+SSD,1000 ГБ,419970,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15arh05-82ey00jqrk-chernyi-101511959/?c=750000000,NVIDIA GeForce GTX 1650
Xiaomi Mi Notebook Pro 15.6 4222CN серый,15.6 дюйм,1920x1080,Intel Core i7 10510U,16 ГБ,SSD,1024 ГБ,699990,https://kaspi.kz/shop/p/xiaomi-mi-notebook-pro-15-6-4222cn-seryi-101277987/?c=750000000,NVIDIA GeForce MX350
Acer ConceptD 5 CN517-71-74VU NX.C52ER.001 черный,17 дюйм,3840x2160,Intel Core i7 9750H,32 ГБ,HDD+SSD,2000 ГБ,1390988,https://kaspi.kz/shop/p/acer-conceptd-5-cn517-71-74vu-nx-c52er-001-chernyi-100849599/?c=750000000,NVIDIA GeForce RTX 2060 + Intel UHD Graphics 630
Lenovo IdeaPad Gaming 3 15IMH05 81Y400MGRK черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,422900,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15imh05-81y400mgrk-chernyi-100899397/?c=750000000,NVIDIA GeForce GTX 1650
Lenovo Legion 5 15IMH05 82AU00C2RK черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,399990,https://kaspi.kz/shop/p/lenovo-legion-5-15imh05-82au00c2rk-chernyi-101156870/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Acer Swift 3 SF314-57G NX.HUGER.002 голубой,14 дюйм,1920x1080,Intel Core i5 1035G1,8 ГБ,SSD,512 ГБ,423990,https://kaspi.kz/shop/p/acer-swift-3-sf314-57g-nx-huger-002-goluboi-100502816/?c=750000000,NVIDIA GeForce MX350
Lenovo IdeaPad Gaming 3 15IMH05 81Y400RSRK черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,359690,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15imh05-81y400rsrk-chernyi-101276821/?c=750000000,NVIDIA GeForce GTX 1650
Xiaomi Redmi G16 4305CN черный,16.1 дюйм,1920x1080,Intel Core i7 10750H,16 ГБ,SSD,512 ГБ,699990,https://kaspi.kz/shop/p/xiaomi-redmi-g16-4305cn-chernyi-101308982/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Dream Machines G1650Ti-15KZ50 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,500 ГБ,409990,https://kaspi.kz/shop/p/dream-machines-g1650ti-15kz50-chernyi-100581769/?c=750000000,NVIDIA GeForce GTX 1650 Ti
HP Europe 17-CG0004UR 160X6EA серебристый,17.3 дюйм,3840x2160,Intel Core i5 1035G1,8 ГБ,SSD,1256 ГБ,609900,https://kaspi.kz/shop/p/hp-europe-17-cg0004ur-160x6ea-serebristyi-100577984/?c=750000000,NVIDIA GeForce MX330
MSI GF63 Thin 10SC-099XKZ черный,15.6 дюйм,1920x1080,Intel Core i7 10750H,8 ГБ,SSD,512 ГБ,419900,https://kaspi.kz/shop/p/msi-gf63-thin-10sc-099xkz-chernyi-101208918/?c=750000000,NVIDIA GeForce GTX 1650 Max-Q
Asus ROG Zephyrus G15 GA503QM-HQ008T черный,15.6 дюйм,2560x1440,AMD Ryzen 7 5800HS,16 ГБ,SSD,1024 ГБ,799990,https://kaspi.kz/shop/p/asus-rog-zephyrus-g15-ga503qm-hq008t-chernyi-101524441/?c=750000000,NVIDIA GeForce RTX 3060
Xiaomi RedmiBook 4285CN 16 серый,16.1 дюйм,1920x1080,Intel Core i5 1035G1,16 ГБ,SSD,512 ГБ,519990,https://kaspi.kz/shop/p/xiaomi-redmibook-4285cn-16-seryi-101277940/?c=750000000,NVIDIA GeForce MX350
Xiaomi Redmi G16 JYU4313CN черный,16.1 дюйм,1920x1080,Intel Core i5 10200H,16 ГБ,SSD,512 ГБ,599990,https://kaspi.kz/shop/p/xiaomi-redmi-g16-jyu4313cn-chernyi-101379904/?c=750000000,NVIDIA GeForce GTX 1650
HP Pavilion Gaming 15-dk1018ur черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,256 ГБ,369990,https://kaspi.kz/shop/p/hp-pavilion-gaming-15-dk1018ur-chernyi-100466985/?c=750000000,NVIDIA GeForce GTX 1650
Apple MacBook Pro 16 2019 MVVJ2 серый,16 дюйм,3072x1920,Intel Core i7 9750H,16 ГБ,SSD,512 ГБ,1232880,https://kaspi.kz/shop/p/apple-macbook-pro-16-2019-mvvj2-seryi-100306457/?c=750000000,AMD Radeon Pro 5300M + Intel UHD Graphics 630
HP Pavilion Gaming 16-a0004ur 15D26EA черный,16.1 дюйм,1920x1080,Intel Core i7 10750H,8 ГБ,SSD,1024 ГБ,519900,https://kaspi.kz/shop/p/hp-pavilion-gaming-16-a0004ur-15d26ea-chernyi-100521188/?c=750000000,NVIDIA GeForce GTX 1660 Ti Max-Q
Acer Predator Helios 300 PH315-52-55FN NH.Q53ER.01G черный,15.6 дюйм,1920x1080,Intel Core i5 9300H,8 ГБ,SSD,512 ГБ,519900,https://kaspi.kz/shop/p/acer-predator-helios-300-ph315-52-55fn-nh-q53er-01g-chernyi-100369543/?c=750000000,NVIDIA GeForce GTX 1660 Ti
Lenovo Legion 5 17IMH05 82B3009NRK черный,17.3 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,449990,https://kaspi.kz/shop/p/lenovo-legion-5-17imh05-82b3009nrk-chernyi-101156712/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Acer ConceptD 3 Pro CN315-72P NX.C5ZER.001 белый,15.6 дюйм,1920x1080,Intel Core i7 10750H,16 ГБ,SSD,1024 ГБ,999990,https://kaspi.kz/shop/p/acer-conceptd-3-pro-cn315-72p-nx-c5zer-001-belyi-101524543/?c=750000000,NVIDIA Quadro T1000
Xiaomi Redmi G Gaming JYU4304CN черный,16.1 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,639990,https://kaspi.kz/shop/p/xiaomi-redmi-g-gaming-jyu4304cn-chernyi-101298267/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Legion 5 17IMH05 82B3009PRK черный,17.3 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,494990,https://kaspi.kz/shop/p/lenovo-legion-5-17imh05-82b3009prk-chernyi-101271879/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Asus ROG G512LI-HN068 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,469990,https://kaspi.kz/shop/p/asus-rog-g512li-hn068-chernyi-100680757/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Legion 5P 15IMH05 82AY0020RK серый,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,496990,https://kaspi.kz/shop/p/lenovo-legion-5p-15imh05-82ay0020rk-seryi-100907007/?c=750000000,NVIDIA GeForce GTX 1660 Ti
HP Pavilion Gaming 15-dk1017ur 15C51EA черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,359900,https://kaspi.kz/shop/p/hp-pavilion-gaming-15-dk1017ur-15c51ea-chernyi-100445985/?c=750000000,NVIDIA GeForce GTX 1650 + Intel UHD Graphics
Asus TUF Gaming FX506LH-HN253 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,443990,https://kaspi.kz/shop/p/asus-tuf-gaming-fx506lh-hn253-chernyi-101722905/?c=750000000,NVIDIA GeForce GTX 1650
HP 15-dc1001ur черный,15.6 дюйм,1920x1080,Intel Core i5 8300H,8 ГБ,HDD+SSD,1256 ГБ,499900,https://kaspi.kz/shop/p/hp-15-dc1001ur-chernyi-1307146/?c=750000000,NVIDIA GeForce RTX 2060 + Intel UHD Graphics 630
Lenovo Legion 5 15ARH05H 82B500EXRK черный,15.6 дюйм,1920x1080,AMD Ryzen 7 4800H,8 ГБ,SSD,256 ГБ,364990,https://kaspi.kz/shop/p/lenovo-legion-5-15arh05h-82b500exrk-chernyi-101278148/?c=750000000,NVIDIA GeForce GTX 1650
Dell Inspiron Gaming 3500 210-AVOI-A1 черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,256 ГБ,379990,https://kaspi.kz/shop/p/dell-inspiron-gaming-3500-210-avoi-a1-chernyi-101459843/?c=750000000,NVIDIA GeForce GTX 1650
MSI GF63 Thin 10SC-200XKZ черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,SSD,512 ГБ,379900,https://kaspi.kz/shop/p/msi-gf63-thin-10sc-200xkz-chernyi-101206247/?c=750000000,NVIDIA GeForce GTX 1650
Lenovo Legion 5 15IMH05 82AU0078RU черный,15.6 дюйм,1920x1080,Intel Core i7 10750H,8 ГБ,SSD,512 ГБ,479990,https://kaspi.kz/shop/p/lenovo-legion-5-15imh05-82au0078ru-chernyi-101206694/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Legion 7 15IMH05 81YT0015RU серый,15.6 дюйм,1920x1080,Intel Core i7 10750H,16 ГБ,SSD,512 ГБ,759900,https://kaspi.kz/shop/p/lenovo-legion-7-15imh05-81yt0015ru-seryi-101212022/?c=750000000,NVIDIA GeForce RTX 2060
Acer ConceptD 3 Ezel CC315-72G NX.C5NER.001 белый,15.6 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,950990,https://kaspi.kz/shop/p/acer-conceptd-3-ezel-cc315-72g-nx-c5ner-001-belyi-101524778/?c=750000000,NVIDIA GeForce GTX 1650
Asus ROG Strix G15 G513QM-HN064 M01170 черный,15.6 дюйм,1920x1080,AMD Ryzen 7 5800H,16 ГБ,SSD,512 ГБ,739990,https://kaspi.kz/shop/p/asus-rog-strix-g15-g513qm-hn064-m01170-chernyi-101525196/?c=750000000,NVIDIA GeForce RTX 3060
HP Pavilion Gaming 16-a0030ur I5165SGN 24A99EA черный,16.1 дюйм,1920x1080,Intel Core i5 10300H,16 ГБ,SSD,512 ГБ,419590,https://kaspi.kz/shop/p/hp-pavilion-gaming-16-a0030ur-i5165sgn-24a99ea-chernyi-101625296/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Lenovo Legion 5 17IMH05H 81Y80060RK черный,17.3 дюйм,1920x1080,Intel Core i7 10750H,16 ГБ,SSD,1000 ГБ,649990,https://kaspi.kz/shop/p/lenovo-legion-5-17imh05h-81y80060rk-chernyi-101708957/?c=750000000,NVIDIA GeForce RTX 2060
HP Pavilion Gaming 15-dk1078ur 2Z7V8EA черный,15.6 дюйм,1920x1080,Intel Core i5 10300H,8 ГБ,HDD+SSD,1256 ГБ,424900,https://kaspi.kz/shop/p/hp-pavilion-gaming-15-dk1078ur-2z7v8ea-chernyi-101524223/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Acer A715-75G NH.Q88ER.001 черный,15.6 дюйм,1920x1080,Intel Core i5 9300H,8 ГБ,SSD,512 ГБ,428990,https://kaspi.kz/shop/p/acer-a715-75g-nh-q88er-001-chernyi-100381325/?c=750000000,NVIDIA GeForce GTX 1650 Ti
Acer SF314-58G NX.HPKER.002 серебристый,14 дюйм,1920x1080,Intel Core i7 10510U,8 ГБ,SSD,256 ГБ,399990,https://kaspi.kz/shop/p/acer-sf314-58g-nx-hpker-002-serebristyi-100381958/?c=750000000,NVIDIA GeForce MX250
Asus 90NB0IQ1-M00670 черный,15.6 дюйм,1366x768,Intel Pentium Silver N5000,4 ГБ,HDD,500 ГБ,239990,https://kaspi.kz/shop/p/asus-90nb0iq1-m00670-chernyi-1306676/?c=750000000,NVIDIA GeForce MX110
Lenovo IdeaPad L3 15IML05 81Y30020RK серый,15.6 дюйм,1366x768,Intel Core i3 10110U,4 ГБ,HDD,1000 ГБ,299990,https://kaspi.kz/shop/p/lenovo-ideapad-l3-15iml05-81y30020rk-seryi-100264026/?c=750000000,NVIDIA GeForce MX130
Lenovo IdeaPad 3 15IML05 81WB008JRK серебристый,15.6 дюйм,1366x768,Intel Core i3 10110U,4 ГБ,HDD,1000 ГБ,299990,https://kaspi.kz/shop/p/lenovo-ideapad-3-15iml05-81wb008jrk-serebristyi-100535207/?c=750000000,NVIDIA GeForce MX130
Xiaomi RedmiBook 14 Enhanced Edition JYU4163CN серебристый,14 дюйм,1920x1080,Intel Core i7 10510U,8 ГБ,SSD,512 ГБ,449990,https://kaspi.kz/shop/p/xiaomi-redmibook-14-enhanced-edition-jyu4163cn-serebristyi-101548488/?c=750000000,NVIDIA GeForce MX250
Lenovo Thinkpad T15 20W4000FRT черный,15.6 дюйм,1920x1080,Intel Core i5,8 ГБ,SSD,256 ГБ,739889,https://kaspi.kz/shop/p/lenovo-thinkpad-t15-20w4000frt-chernyi-101336324/?c=750000000,Intel Iris Xe Graphics
Acer Aspire A315-57G-55T0 NX.HZRER.00E черный,15.6 дюйм,1366x768,Intel Core i5 1035G1,4 ГБ,HDD,1000 ГБ,279900,https://kaspi.kz/shop/p/acer-aspire-a315-57g-55t0-nx-hzrer-00e-chernyi-100911588/?c=750000000,NVIDIA GeForce MX330
Acer Swift 3 SF314-57G NX.HUHER.002 розовый-черный,14 дюйм,1920x1080,Intel Core i5,8 ГБ,SSD,512 ГБ,430900,https://kaspi.kz/shop/p/acer-swift-3-sf314-57g-nx-huher-002-rozovyi-chernyi-100775002/?c=750000000,NVIDIA GeForce MX350
Lenovo IdeaPad S145-15IKB 81VD001DRK черный,15.6 дюйм,1366x768,Intel Core i3 7020U,4 ГБ,HDD,1000 ГБ,209900,https://kaspi.kz/shop/p/lenovo-ideapad-s145-15ikb-81vd001drk-chernyi-100105373/?c=750000000,NVIDIA GeForce MX110
Acer Swift 3 SF314-57G NX.HUEER.002 серый,14 дюйм,1920x1080,Intel Core i5 1035G1,8 ГБ,SSD,512 ГБ,489900,https://kaspi.kz/shop/p/acer-swift-3-sf314-57g-nx-hueer-002-seryi-100783722/?c=750000000,NVIDIA GeForce MX350
Lenovo IdeaPad 3 15IML05 81WB00RERK серый,15.6 дюйм,1920x1080,Intel Core i3 10110U,4 ГБ,SSD,256 ГБ,249990,https://kaspi.kz/shop/p/lenovo-ideapad-3-15iml05-81wb00rerk-seryi-101093661/?c=750000000,NVIDIA GeForce MX130
Acer A315-57G NX.HZRER.00S черный,15.6 дюйм,1920x1080,Intel Core i3 1005G1,4 ГБ,SSD,256 ГБ,254900,https://kaspi.kz/shop/p/acer-a315-57g-nx-hzrer-00s-chernyi-101353926/?c=750000000,NVIDIA GeForce MX330
HP Europe 650 G8 250F6EA серебристый,15.6 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,256 ГБ,469990,https://kaspi.kz/shop/p/hp-europe-650-g8-250f6ea-serebristyi-101553679/?c=750000000,Intel UHD Graphics
HP Spectre x360 13-aw2014ur 2W2C0EA синий,13.3 дюйм,1920x1080,Intel Core i5 1135G7,8 ГБ,SSD,512 ГБ,629900,https://kaspi.kz/shop/p/hp-spectre-x360-13-aw2014ur-2w2c0ea-sinii-101352955/?c=750000000,Intel Iris Xe Graphics
Lenovo IdeaPad Flex 5 14ARE05 81X200CXRU серебристый,14 дюйм,1920x1080,AMD Ryzen 5 4500U,8 ГБ,SSD,256 ГБ,359990,https://kaspi.kz/shop/p/lenovo-ideapad-flex-5-14are05-81x200cxru-serebristyi-101524903/?c=750000000,AMD Radeon RX Vega 6
Lenovo IdeaPad 3 14IIL05 81WD00G6RK синий,14 дюйм,1366x768,Intel Core i5 1035G1,4 ГБ,HDD,1000 ГБ,266990,https://kaspi.kz/shop/p/lenovo-ideapad-3-14iil05-81wd00g6rk-sinii-100987385/?c=750000000,Intel UHD Graphics
Lenovo Yoga S940-14IWL 81Q70016RK серебристый,14 дюйм,1920x1080,Intel Core i5 8265U,8 ГБ,SSD,256 ГБ,539900,https://kaspi.kz/shop/p/lenovo-yoga-s940-14iwl-81q70016rk-serebristyi-100962799/?c=750000000,Intel UHD Graphics 620
Lenovo IdeaPad 3 15ITL6 82H800LARK серый,15.6 дюйм,1920x1080,Intel Core i3 1115G4,8 ГБ,SSD,256 ГБ,259900,https://kaspi.kz/shop/p/lenovo-ideapad-3-15itl6-82h800lark-seryi-101632011/?c=750000000,Intel UHD Graphics
Dell Latitude 3410 210-AVKY серый,14 дюйм,1366x768,Intel Core i3,4 ГБ,HDD,1000 ГБ,248976,https://kaspi.kz/shop/p/dell-latitude-3410-210-avky-seryi-100772826/?c=750000000,Intel UHD Graphics
